currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.854345511092106,None,51.854345511092106,None,51.854345511092106,None,4,4.2519035849836655,51.854345511092106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.12267195622553,None,space,83.78257917365409,56.12267195622553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,4.7,,,,,,,,,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.92159655390424,None,0.66,5.995580700633582,142.9393723065441,None,4,2.9680934327770956,142.9393723065441,None,145.9238959591312,None,True,True,False,0.66,-0.33999999999999997,-0.33999999999999997,5.1,4.7,-0.39999999999999947,-0.19999999999999973,gamble,win,4.7,4.7,148.95841359600308,None,148.95841359600308,None,148.95841359600308,None,148.95841359600308,None,148.95841359600308,None,148.95841359600308,None,148.95841359600308,None,None,148.95841359600308,None,151.95957609798643,None,151.95957609798643,None,151.95957609798643,None,151.95957609798643,None,151.95957609798643,None,151.95957609798643,None,151.95957609798643,None,155.9444370137062,None,155.9444370137062,None,155.9444370137062,None,155.9444370137062,None,155.9444370137062,None,155.9444370137062,None,155.9444370137062,None,156.94482291446184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,12.5,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.66,-0.33999999999999997,-0.6799999999999999,5.4399999999999995,12.5,7.0600000000000005,3.5300000000000002,gamble,win,12.5,17.2,158.9622834828333,None,158.9622834828333,None,158.9622834828333,None,158.9622834828333,None,158.9622834828333,None,158.9622834828333,None,158.9622834828333,None,None,158.9622834828333,None,161.96337494833278,None,161.96337494833278,None,161.96337494833278,None,161.96337494833278,None,161.96337494833278,None,161.96337494833278,None,161.96337494833278,None,165.96496942875092,None,165.96496942875092,None,165.96496942875092,None,165.96496942875092,None,165.96496942875092,None,165.96496942875092,None,165.96496942875092,None,166.94867648207583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,13.5,,,,,,,,,0,0,0,0,0,2,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.66,-0.33999999999999997,-1.02,5.779999999999999,13.5,7.720000000000001,3.8600000000000003,gamble,win,13.5,30.7,168.96611561151803,None,168.96611561151803,None,168.96611561151803,None,168.96611561151803,None,168.96611561151803,None,168.96611561151803,None,168.96611561151803,None,1,168.96611561151803,None,171.85051306241076,None,171.85051306241076,None,171.85051306241076,None,171.85051306241076,None,171.85051306241076,None,171.85051306241076,None,171.85051306241076,None,175.85205666534603,None,175.85205666534603,None,175.85205666534603,None,175.85205666534603,None,175.85205666534603,None,175.85205666534603,None,175.85205666534603,None,185.33904995463672,None,2.8513111025386024,176.8358168360428,None,177.8361048216466,None,0.69,7.503072486608289,180.83728140292806,None,None,180.83728140292806,None,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,-1.3,,,,,,,,,0,0,0,0,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.69,-0.31000000000000005,-1.33,5.670000000000001,-1.3,-6.970000000000001,-4.135000000000001,gamble,win,-1.3,29.4,187.35653292189818,None,187.35653292189818,None,187.35653292189818,None,187.35653292189818,None,187.35653292189818,None,187.35653292189818,None,187.35653292189818,None,None,187.35653292189818,None,190.3576794246619,None,190.3576794246619,None,190.3576794246619,None,190.3576794246619,None,190.3576794246619,None,190.3576794246619,None,190.3576794246619,None,194.35918238962768,None,194.35918238962768,None,194.35918238962768,None,194.35918238962768,None,194.35918238962768,None,194.35918238962768,None,194.35918238962768,None,195.34293200084358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,13.1,,,,,,,,,0,0,0,0,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.69,-0.31000000000000005,-1.6400000000000001,5.98,13.1,7.119999999999999,3.5599999999999996,gamble,win,13.1,42.5,197.36041304818355,None,197.36041304818355,None,197.36041304818355,None,197.36041304818355,None,197.36041304818355,None,197.36041304818355,None,197.36041304818355,None,1,197.36041304818355,None,198.96096386871068,None,198.96096386871068,None,198.96096386871068,None,198.96096386871068,None,198.96096386871068,None,198.96096386871068,None,198.96096386871068,None,202.96249211241957,None,202.96249211241957,None,202.96249211241957,None,202.96249211241957,None,202.96249211241957,None,202.96249211241957,None,202.96249211241957,None,212.4495311594219,None,1.567451032839017,203.94614668836584,None,204.94663754387875,None,0.7,7.502768181817373,207.94778148675687,None,None,207.94778148675687,None,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,7.7,,,,,,,,,0,0,0,0,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.7,-0.30000000000000004,-1.9400000000000002,-1.211666666666667,7.7,6.488333333333333,3.2441666666666666,gamble,lose,6.488333333333333,48.98833333333333,214.46697412867798,None,214.46697412867798,None,214.46697412867798,None,214.46697412867798,None,214.46697412867798,None,214.46697412867798,None,214.46697412867798,None,1,214.46697412867798,None,216.30095649627037,None,216.30095649627037,None,216.30095649627037,None,216.30095649627037,None,216.30095649627037,None,216.30095649627037,None,216.30095649627037,None,220.28587244925438,None,220.28587244925438,None,220.28587244925438,None,220.28587244925438,None,220.28587244925438,None,220.28587244925438,None,220.28587244925438,None,221.28625675008516,None,1.800908178644022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,10.1,,,,,,,,,0,0,0,0,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.7,-0.30000000000000004,-2.24,-1.236666666666667,10.1,8.863333333333333,4.431666666666667,gamble,lose,8.863333333333333,57.85166666666666,223.30370643897913,None,223.30370643897913,None,223.30370643897913,None,223.30370643897913,None,223.30370643897913,None,223.30370643897913,None,223.30370643897913,None,1,223.30370643897913,None,224.75421034984174,None,224.75421034984174,None,224.75421034984174,None,224.75421034984174,None,224.75421034984174,None,224.75421034984174,None,224.75421034984174,None,228.73907958515338,None,228.73907958515338,None,228.73907958515338,None,228.73907958515338,None,228.73907958515338,None,228.73907958515338,None,228.73907958515338,None,229.73950708381017,None,1.4174185224692337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,7.9,,,,,,,,,0,0,0,0,0,7,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.7,-0.30000000000000004,-2.54,6.740000000000001,7.9,1.1599999999999993,0.5799999999999996,certain,certain,0.5799999999999996,58.43166666666666,231.756951013027,None,231.756951013027,None,231.756951013027,None,231.756951013027,None,231.756951013027,None,231.756951013027,None,231.756951013027,None,3,231.756951013027,None,234.6914227641828,None,234.6914227641828,None,234.6914227641828,None,234.6914227641828,None,234.6914227641828,None,234.6914227641828,None,234.6914227641828,None,238.67627888015704,None,238.67627888015704,None,238.67627888015704,None,238.67627888015704,None,238.67627888015704,None,238.67627888015704,None,238.67627888015704,None,248.17989149983623,None,2.9013825229776558,239.67667278050794,None,240.67706412097323,None,0.75,7.502740983152762,243.67814726690995,None,None,243.67814726690995,None,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,-1.1,,,,,,,,,0,0,0,0,0,8,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.75,-0.25,-2.79,6.29,-1.1,-7.390000000000001,-4.245,gamble,win,-1.1,57.331666666666656,250.19738886636333,None,250.19738886636333,None,250.19738886636333,None,250.19738886636333,None,250.19738886636333,None,250.19738886636333,None,250.19738886636333,None,None,250.19738886636333,None,253.1985433687223,None,253.1985433687223,None,253.1985433687223,None,253.1985433687223,None,253.1985433687223,None,253.1985433687223,None,253.1985433687223,None,257.20008409180446,None,257.20008409180446,None,257.20008409180446,None,257.20008409180446,None,257.20008409180446,None,257.20008409180446,None,257.20008409180446,None,258.1837940250116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,0.3,,,,,,,,,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.75,-0.25,-3.04,6.54,0.3,-6.24,-2.97,certain,certain,-2.97,54.36166666666666,260.2012328344572,None,260.2012328344572,None,260.2012328344572,None,260.2012328344572,None,260.2012328344572,None,260.2012328344572,None,260.2012328344572,None,3,260.2012328344572,None,262.96892123145517,None,262.96892123145517,None,262.96892123145517,None,262.96892123145517,None,262.96892123145517,None,262.96892123145517,None,262.96892123145517,None,266.9537853470538,None,266.9537853470538,None,266.9537853470538,None,266.9537853470538,None,266.9537853470538,None,266.9537853470538,None,266.9537853470538,None,276.4574882021989,None,2.734588929306483,267.95422148526995,None,268.9546096259146,None,0.79,7.502860977168893,271.95570045144996,None,None,271.95570045144996,None,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,12.1,,,,,,,,,0,0,0,0,0,10,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.79,-0.20999999999999996,-3.25,6.1899999999999995,12.1,5.91,2.955,gamble,win,12.1,66.46166666666666,278.4748556552222,None,278.4748556552222,None,278.4748556552222,None,278.4748556552222,None,278.4748556552222,None,278.4748556552222,None,278.4748556552222,None,1,278.4748556552222,None,280.84243826550664,None,280.84243826550664,None,280.84243826550664,None,280.84243826550664,None,280.84243826550664,None,280.84243826550664,None,280.84243826550664,None,284.82736573790316,None,284.82736573790316,None,284.82736573790316,None,284.82736573790316,None,284.82736573790316,None,284.82736573790316,None,284.82736573790316,None,285.8277193202521,None,2.3345794577908237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,9.1,,,,,,,,,0,0,0,0,0,11,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.79,-0.20999999999999996,-3.46,6.3999999999999995,9.1,2.7,1.35,gamble,win,9.1,75.56166666666665,287.8452102871088,None,287.8452102871088,None,287.8452102871088,None,287.8452102871088,None,287.8452102871088,None,287.8452102871088,None,287.8452102871088,None,1,287.8452102871088,None,290.36278604972176,None,290.36278604972176,None,290.36278604972176,None,290.36278604972176,None,290.36278604972176,None,290.36278604972176,None,290.36278604972176,None,294.364387889771,None,294.364387889771,None,294.364387889771,None,294.364387889771,None,294.364387889771,None,294.364387889771,None,294.364387889771,None,303.85137253950234,None,2.484600448748097,295.34808662353316,None,296.34837268924457,None,0.81,7.502157972281566,299.3495777490898,None,None,299.3495777490898,None,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
,,,1,1,9.7,,,,,,,,,0,0,0,0,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.81,-0.18999999999999995,-3.65,6.309999999999999,9.7,3.3900000000000006,1.6950000000000003,gamble,win,9.7,85.26166666666666,305.86876239138655,None,305.86876239138655,None,305.86876239138655,None,305.86876239138655,None,305.86876239138655,None,305.86876239138655,None,305.86876239138655,None,1,305.86876239138655,None,308.1530150815088,None,308.1530150815088,None,308.1530150815088,None,308.1530150815088,None,308.1530150815088,None,308.1530150815088,None,308.1530150815088,None,312.1545574045158,None,312.1545574045158,None,312.1545574045158,None,312.1545574045158,None,312.1545574045158,None,312.1545574045158,None,312.1545574045158,None,313.188300680049,None,2.251254657370737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24225,2019_Oct_25_1533,Mmi_3levels,3.1.5,59.963428930216246,
