currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.70273632676435,None,52.70273632676435,None,52.70273632676435,None,4,3.3515460734197404,52.70273632676435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.07075539769721,None,space,66.10858303934947,56.07075539769721,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,0.3,,,,,,,,,0,0,0,0,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.19578743590318,None,0.65,7.493009831448944,125.21358323933782,None,None,125.21358323933782,None,129.69860663802683,None,True,True,False,0.65,-0.35,-0.35,5.249999999999999,0.3,-4.949999999999999,-2.3249999999999997,gamble,win,0.3,0.3,132.733109025894,None,132.733109025894,None,132.733109025894,None,132.733109025894,None,132.733109025894,None,132.733109025894,None,132.733109025894,None,None,132.733109025894,None,135.7342196836962,None,135.7342196836962,None,135.7342196836962,None,135.7342196836962,None,135.7342196836962,None,135.7342196836962,None,135.7342196836962,None,139.7190858111935,None,139.7190858111935,None,139.7190858111935,None,139.7190858111935,None,139.7190858111935,None,139.7190858111935,None,139.7190858111935,None,140.71944515107134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,-0.5,,,,,,,,,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.65,-0.35,-0.7,-1.2833333333333332,-0.5,-1.7833333333333332,-1.1416666666666666,gamble,lose,-1.7833333333333332,-1.4833333333333332,142.7369017735,None,142.7369017735,None,142.7369017735,None,142.7369017735,None,142.7369017735,None,142.7369017735,None,142.7369017735,None,None,142.7369017735,None,145.7380383498512,None,145.7380383498512,None,145.7380383498512,None,145.7380383498512,None,145.7380383498512,None,145.7380383498512,None,145.7380383498512,None,149.73954738534485,None,149.73954738534485,None,149.73954738534485,None,149.73954738534485,None,149.73954738534485,None,149.73954738534485,None,149.73954738534485,None,150.72325901749355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,6.3,,,,,,,,,0,0,0,0,0,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.65,-0.35,-1.0499999999999998,-1.3124999999999998,6.3,4.9875,2.49375,gamble,lose,4.9875,3.5041666666666664,152.74068748150057,None,152.74068748150057,None,152.74068748150057,None,152.74068748150057,None,152.74068748150057,None,152.74068748150057,None,152.74068748150057,None,1,152.74068748150057,None,154.09120097274536,None,154.09120097274536,None,154.09120097274536,None,154.09120097274536,None,154.09120097274536,None,154.09120097274536,None,154.09120097274536,None,158.07600566368274,None,158.07600566368274,None,158.07600566368274,None,158.07600566368274,None,158.07600566368274,None,158.07600566368274,None,158.07600566368274,None,167.57964433991583,None,1.3174251041946263,159.07635540409683,None,160.07679761933286,None,0.7,7.502744326317043,163.07792203636563,None,None,163.07792203636563,None,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,-1.1,,,,,,,,,0,0,0,0,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.7,-0.30000000000000004,-1.3499999999999999,-1.1625000000000003,-1.1,-2.2625,-1.6812500000000001,certain,certain,-1.6812500000000001,1.8229166666666663,169.5970955226494,None,169.5970955226494,None,169.5970955226494,None,169.5970955226494,None,169.5970955226494,None,169.5970955226494,None,169.5970955226494,None,3,169.5970955226494,None,172.03129488748527,None,172.03129488748527,None,172.03129488748527,None,172.03129488748527,None,172.03129488748527,None,172.03129488748527,None,172.03129488748527,None,176.0328899981596,None,176.0328899981596,None,176.0328899981596,None,176.0328899981596,None,176.0328899981596,None,176.0328899981596,None,176.0328899981596,None,177.0165149151635,None,2.401184573664068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,2.5,,,,,,,,,0,0,0,0,0,4,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.7,-0.30000000000000004,-1.65,5.850000000000001,2.5,-3.3500000000000014,-0.4250000000000007,certain,certain,-0.4250000000000007,1.3979166666666656,179.03397729727112,None,179.03397729727112,None,179.03397729727112,None,179.03397729727112,None,179.03397729727112,None,179.03397729727112,None,179.03397729727112,None,3,179.03397729727112,None,181.98509331477362,None,181.98509331477362,None,181.98509331477362,None,181.98509331477362,None,181.98509331477362,None,181.98509331477362,None,181.98509331477362,None,185.96993672354256,None,185.96993672354256,None,185.96993672354256,None,185.96993672354256,None,185.96993672354256,None,185.96993672354256,None,185.96993672354256,None,195.47352900237456,None,2.9180173910262965,186.97030950266708,None,187.9707430783874,None,0.68,7.50269472909531,190.9718153383401,None,None,190.9718153383401,None,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,7.1,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.68,-0.31999999999999995,-1.9699999999999998,6.449999999999999,7.1,0.6500000000000004,0.3250000000000002,gamble,win,7.1,8.497916666666665,197.49095970625604,None,197.49095970625604,None,197.49095970625604,None,197.49095970625604,None,197.49095970625604,None,197.49095970625604,None,197.49095970625604,None,1,197.49095970625604,None,198.74143431967786,None,198.74143431967786,None,198.74143431967786,None,198.74143431967786,None,198.74143431967786,None,198.74143431967786,None,198.74143431967786,None,202.72624605022065,None,202.72624605022065,None,202.72624605022065,None,202.72624605022065,None,202.72624605022065,None,202.72624605022065,None,202.72624605022065,None,203.72659323077824,None,1.2173279896323947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,6.1,,,,,,,,,0,0,0,0,0,6,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.68,-0.31999999999999995,-2.2899999999999996,6.77,6.1,-0.6699999999999999,-0.33499999999999996,gamble,win,6.1,14.597916666666665,205.74414232802883,None,205.74414232802883,None,205.74414232802883,None,205.74414232802883,None,205.74414232802883,None,205.74414232802883,None,205.74414232802883,None,1,205.74414232802883,None,207.9949455630467,None,207.9949455630467,None,207.9949455630467,None,207.9949455630467,None,207.9949455630467,None,207.9949455630467,None,207.9949455630467,None,211.9963928420002,None,211.9963928420002,None,211.9963928420002,None,211.9963928420002,None,211.9963928420002,None,211.9963928420002,None,211.9963928420002,None,212.98015823113747,None,2.217700128792785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,9.5,,,,,,,,,0,0,0,0,0,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.68,-0.31999999999999995,-2.6099999999999994,7.089999999999999,9.5,2.410000000000001,1.2050000000000005,gamble,win,9.5,24.097916666666663,214.9975553369004,None,214.9975553369004,None,214.9975553369004,None,214.9975553369004,None,214.9975553369004,None,214.9975553369004,None,214.9975553369004,None,1,214.9975553369004,None,215.98123945058978,None,215.98123945058978,None,215.98123945058978,None,215.98123945058978,None,215.98123945058978,None,215.98123945058978,None,215.98123945058978,None,219.9661295767437,None,219.9661295767437,None,219.9661295767437,None,219.9661295767437,None,219.9661295767437,None,219.9661295767437,None,219.9661295767437,None,229.4697308150735,None,0.9506456438448367,220.96651611509697,None,221.96692921196336,None,0.82,7.502703048628973,224.9680376298911,None,None,224.9680376298911,None,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,12.5,,,,,,,,,0,0,0,0,0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.82,-0.18000000000000005,-2.7899999999999996,5.3100000000000005,12.5,7.1899999999999995,3.5949999999999998,gamble,win,12.5,36.59791666666666,231.48715639924012,None,231.48715639924012,None,231.48715639924012,None,231.48715639924012,None,231.48715639924012,None,231.48715639924012,None,231.48715639924012,None,1,231.48715639924012,None,233.27111537753808,None,233.27111537753808,None,233.27111537753808,None,233.27111537753808,None,233.27111537753808,None,233.27111537753808,None,233.27111537753808,None,237.25601286327947,None,237.25601286327947,None,237.25601286327947,None,237.25601286327947,None,237.25601286327947,None,237.25601286327947,None,237.25601286327947,None,238.25639140208114,None,1.750925948146687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,4.3,,,,,,,,,0,0,0,0,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.82,-0.18000000000000005,-2.9699999999999998,-0.8775000000000001,4.3,3.4225,1.71125,gamble,lose,3.4225,40.02041666666666,240.27376450918746,None,240.27376450918746,None,240.27376450918746,None,240.27376450918746,None,240.27376450918746,None,240.27376450918746,None,240.27376450918746,None,1,240.27376450918746,None,242.2246168614547,None,242.2246168614547,None,242.2246168614547,None,242.2246168614547,None,242.2246168614547,None,242.2246168614547,None,242.2246168614547,None,246.20940427336063,None,246.20940427336063,None,246.20940427336063,None,246.20940427336063,None,246.20940427336063,None,246.20940427336063,None,246.20940427336063,None,255.71300551169043,None,1.91764717175829,247.20978409209056,None,248.21021862775524,None,0.75,7.502666890653927,251.21125440975266,None,None,251.21125440975266,None,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,1.5,,,,,,,,,0,0,0,0,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.75,-0.25,-3.2199999999999998,-1.1433333333333333,1.5,0.3566666666666667,0.9283333333333333,gamble,lose,0.3566666666666667,40.37708333333333,257.73043109585706,None,257.73043109585706,None,257.73043109585706,None,257.73043109585706,None,257.73043109585706,None,257.73043109585706,None,257.73043109585706,None,None,257.73043109585706,None,260.73151263529144,None,260.73151263529144,None,260.73151263529144,None,260.73151263529144,None,260.73151263529144,None,260.73151263529144,None,260.73151263529144,None,264.73308278736295,None,264.73308278736295,None,264.73308278736295,None,264.73308278736295,None,264.73308278736295,None,264.73308278736295,None,264.73308278736295,None,265.71678897981656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,12.9,,,,,,,,,0,0,0,0,0,11,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.75,-0.25,-3.4699999999999998,-1.1641666666666666,12.9,11.735833333333334,5.867916666666667,gamble,lose,11.735833333333334,52.11291666666666,267.7342232034989,None,267.7342232034989,None,267.7342232034989,None,267.7342232034989,None,267.7342232034989,None,267.7342232034989,None,267.7342232034989,None,1,267.7342232034989,None,268.71792395625744,None,268.71792395625744,None,268.71792395625744,None,268.71792395625744,None,268.71792395625744,None,268.71792395625744,None,268.71792395625744,None,272.7194765093154,None,272.7194765093154,None,272.7194765093154,None,272.7194765093154,None,272.7194765093154,None,272.7194765093154,None,272.7194765093154,None,282.2063346852574,None,0.9504018174975499,273.7031068660144,None,274.7035218827732,None,0.8,7.502746886173554,277.70464821969836,None,None,277.70464821969836,None,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
,,,1,1,7.5,,,,,,,,,0,0,0,0,0,12,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.8,-0.19999999999999996,-3.67,6.469999999999999,7.5,1.0300000000000011,0.5150000000000006,gamble,win,7.5,59.61291666666666,284.22379226763223,None,284.22379226763223,None,284.22379226763223,None,284.22379226763223,None,284.22379226763223,None,284.22379226763223,None,284.22379226763223,None,1,284.22379226763223,None,285.17415888710093,None,285.17415888710093,None,285.17415888710093,None,285.17415888710093,None,285.17415888710093,None,285.17415888710093,None,285.17415888710093,None,289.17563976417296,None,289.17563976417296,None,289.17563976417296,None,289.17563976417296,None,289.17563976417296,None,289.17563976417296,None,289.17563976417296,None,290.1593757149585,None,0.9172702328669402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22658,2020_Feb_14_1330,Mmi_3levels,3.1.5,59.984971007652135,
