currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8894115666917,None,144.8894115666917,None,144.8894115666917,None,4,3.55169134499738,144.8894115666917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.45749926561257,None,space,25.043315736285876,148.45749926561257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,3.7,,,,,,,,,0,0,0,0,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.51720911599114,None,0.95,6.512198470096337,176.53502716351068,None,4,3.4850135001761373,176.53502716351068,None,180.0363567013992,None,True,True,True,0.95,-0.050000000000000044,-0.050000000000000044,0.7500000000000007,3.7,2.9499999999999993,1.4749999999999996,gamble,win,3.7,3.7,183.07085524962167,None,183.07085524962167,None,183.07085524962167,None,183.07085524962167,None,183.07085524962167,None,183.07085524962167,None,183.07085524962167,None,None,183.07085524962167,None,186.07207055285107,None,186.07207055285107,None,186.07207055285107,None,186.07207055285107,None,186.07207055285107,None,186.07207055285107,None,186.07207055285107,None,190.07358408215805,None,190.07358408215805,None,190.07358408215805,None,190.07358408215805,None,190.07358408215805,None,190.07358408215805,None,190.07358408215805,None,191.05730996245984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,4.1,,,,,,,,,0,0,0,0,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.95,-0.050000000000000044,-0.10000000000000009,0.8000000000000007,4.1,3.299999999999999,1.6499999999999995,gamble,win,4.1,7.8,193.07477250663214,None,193.07477250663214,None,193.07477250663214,None,193.07477250663214,None,193.07477250663214,None,193.07477250663214,None,193.07477250663214,None,1,193.07477250663214,None,194.74212852775236,None,194.74212852775236,None,194.74212852775236,None,194.74212852775236,None,194.74212852775236,None,194.74212852775236,None,194.74212852775236,None,198.74367789537064,None,198.74367789537064,None,198.74367789537064,None,198.74367789537064,None,198.74367789537064,None,198.74367789537064,None,198.74367789537064,None,199.72731673976523,None,1.6344042806595098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,2.5,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.95,-0.050000000000000044,-0.15000000000000013,0.8500000000000008,2.5,1.6499999999999992,0.8249999999999996,gamble,win,2.5,10.3,201.74476488458458,None,201.74476488458458,None,201.74476488458458,None,201.74476488458458,None,201.74476488458458,None,201.74476488458458,None,201.74476488458458,None,1,201.74476488458458,None,203.9790345795045,None,203.9790345795045,None,203.9790345795045,None,203.9790345795045,None,203.9790345795045,None,203.9790345795045,None,203.9790345795045,None,207.98060282622464,None,207.98060282622464,None,207.98060282622464,None,207.98060282622464,None,207.98060282622464,None,207.98060282622464,None,207.98060282622464,None,217.46757367494865,None,2.201291395642329,208.96426438956405,None,209.96462341278675,None,0.95,7.502846906980267,212.96578815835528,None,None,212.96578815835528,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,-1.1,,,,,,,,,0,0,0,0,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.95,-0.050000000000000044,-0.20000000000000018,0.9000000000000008,-1.1,-2.000000000000001,-1.5500000000000005,gamble,win,-1.1,9.200000000000001,219.4849347838317,None,219.4849347838317,None,219.4849347838317,None,219.4849347838317,None,219.4849347838317,None,219.4849347838317,None,219.4849347838317,None,None,219.4849347838317,None,222.48615136698936,None,222.48615136698936,None,222.48615136698936,None,222.48615136698936,None,222.48615136698936,None,222.48615136698936,None,222.48615136698936,None,226.4877733712201,None,226.4877733712201,None,226.4877733712201,None,226.4877733712201,None,226.4877733712201,None,226.4877733712201,None,226.4877733712201,None,227.47147205282818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,5.1,,,,,,,,,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.95,-0.050000000000000044,-0.2500000000000002,0.9500000000000008,5.1,4.149999999999999,2.0749999999999993,gamble,win,5.1,14.3,229.4888769996469,None,229.4888769996469,None,229.4888769996469,None,229.4888769996469,None,229.4888769996469,None,229.4888769996469,None,229.4888769996469,None,1,229.4888769996469,None,230.95615340850782,None,230.95615340850782,None,230.95615340850782,None,230.95615340850782,None,230.95615340850782,None,230.95615340850782,None,230.95615340850782,None,234.9576781372598,None,234.9576781372598,None,234.9576781372598,None,234.9576781372598,None,234.9576781372598,None,234.9576781372598,None,234.9576781372598,None,244.44473282207036,None,1.43432850818499,235.9413979378878,None,236.94176944051287,None,0.9,7.502951542090159,239.94293066626415,None,None,239.94293066626415,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,3.3,,,,,,,,,0,0,0,0,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.9,-0.09999999999999998,-0.3500000000000002,1.75,3.3,1.5499999999999998,0.7749999999999999,gamble,win,3.3,17.6,246.4621780870366,None,246.4621780870366,None,246.4621780870366,None,246.4621780870366,None,246.4621780870366,None,246.4621780870366,None,246.4621780870366,None,1,246.4621780870366,None,247.89602629764704,None,247.89602629764704,None,247.89602629764704,None,247.89602629764704,None,247.89602629764704,None,247.89602629764704,None,247.89602629764704,None,251.89761918323347,None,251.89761918323347,None,251.89761918323347,None,251.89761918323347,None,251.89761918323347,None,251.89761918323347,None,251.89761918323347,None,252.88136842247332,None,1.4009687867364846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,13.5,,,,,,,,,0,0,0,0,0,6,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.9,-0.09999999999999998,-0.4500000000000002,-0.38749999999999996,13.5,13.1125,6.55625,gamble,lose,13.1125,30.712500000000002,254.898779449024,None,254.898779449024,None,254.898779449024,None,254.898779449024,None,254.898779449024,None,254.898779449024,None,254.898779449024,None,1,254.898779449024,None,256.4493982041022,None,256.4493982041022,None,256.4493982041022,None,256.4493982041022,None,256.4493982041022,None,256.4493982041022,None,256.4493982041022,None,260.4509059736738,None,260.4509059736738,None,260.4509059736738,None,260.4509059736738,None,260.4509059736738,None,260.4509059736738,None,260.4509059736738,None,261.434554097621,None,1.517603977554245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,13.1,,,,,,,,,0,0,0,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.9,-0.09999999999999998,-0.5500000000000002,1.9499999999999997,13.1,11.15,5.575,gamble,win,13.1,43.8125,263.45210015788325,None,263.45210015788325,None,263.45210015788325,None,263.45210015788325,None,263.45210015788325,None,263.45210015788325,None,263.45210015788325,None,1,263.45210015788325,None,265.136040684185,None,265.136040684185,None,265.136040684185,None,265.136040684185,None,265.136040684185,None,265.136040684185,None,265.136040684185,None,269.13760029131663,None,269.13760029131663,None,269.13760029131663,None,269.13760029131663,None,269.13760029131663,None,269.13760029131663,None,269.13760029131663,None,278.62462457752554,None,1.6510150245740078,270.12137128951144,None,271.12175239171484,None,0.93,7.502792189538013,274.12289441836765,None,None,274.12289441836765,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,13.3,,,,,,,,,0,0,0,0,0,8,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.93,-0.06999999999999995,-0.6200000000000001,1.5999999999999994,13.3,11.700000000000001,5.8500000000000005,gamble,win,13.3,57.1125,280.6420413638116,None,280.6420413638116,None,280.6420413638116,None,280.6420413638116,None,280.6420413638116,None,280.6420413638116,None,280.6420413638116,None,1,280.6420413638116,None,282.44275915427716,None,282.44275915427716,None,282.44275915427716,None,282.44275915427716,None,282.44275915427716,None,282.44275915427716,None,282.44275915427716,None,286.444381798472,None,286.444381798472,None,286.444381798472,None,286.444381798472,None,286.444381798472,None,286.444381798472,None,286.444381798472,None,287.4280315223732,None,1.7678377266274765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,-0.9,,,,,,,,,0,0,0,0,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.93,-0.06999999999999995,-0.6900000000000001,-0.3024999999999998,-0.9,-1.2025,-1.05125,certain,certain,-1.05125,56.061249999999994,289.44548382697394,None,289.44548382697394,None,289.44548382697394,None,289.44548382697394,None,289.44548382697394,None,289.44548382697394,None,289.44548382697394,None,3,289.44548382697394,None,291.77976484937244,None,291.77976484937244,None,291.77976484937244,None,291.77976484937244,None,291.77976484937244,None,291.77976484937244,None,291.77976484937244,None,295.7813074972946,None,295.7813074972946,None,295.7813074972946,None,295.7813074972946,None,295.7813074972946,None,295.7813074972946,None,295.7813074972946,None,305.26830106496345,None,2.3013315217976924,296.76504105728236,None,297.76543559884885,None,0.92,7.502896184683777,300.76658146531554,None,None,300.76658146531554,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,9.9,,,,,,,,,0,0,0,0,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.92,-0.07999999999999996,-0.77,1.8899999999999995,9.9,8.010000000000002,4.005000000000001,gamble,win,9.9,65.96124999999999,307.2857306506485,None,307.2857306506485,None,307.2857306506485,None,307.2857306506485,None,307.2857306506485,None,307.2857306506485,None,307.2857306506485,None,1,307.2857306506485,None,308.71965277782874,None,308.71965277782874,None,308.71965277782874,None,308.71965277782874,None,308.71965277782874,None,308.71965277782874,None,308.71965277782874,None,312.7212287041766,None,312.7212287041766,None,312.7212287041766,None,312.7212287041766,None,312.7212287041766,None,312.7212287041766,None,312.7212287041766,None,313.70493954521953,None,1.4009556673408952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,12.7,,,,,,,,,0,0,0,0,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.92,-0.07999999999999996,-0.85,1.9699999999999993,12.7,10.73,5.365,gamble,win,12.7,78.66125,315.72235089176684,None,315.72235089176684,None,315.72235089176684,None,315.72235089176684,None,315.72235089176684,None,315.72235089176684,None,315.72235089176684,None,1,315.72235089176684,None,317.0062237092061,None,317.0062237092061,None,317.0062237092061,None,317.0062237092061,None,317.0062237092061,None,317.0062237092061,None,317.0062237092061,None,321.00780859516817,None,321.00780859516817,None,321.00780859516817,None,321.00780859516817,None,321.00780859516817,None,321.00780859516817,None,321.00780859516817,None,330.49475864486885,None,1.2509073175897356,321.99146087892586,None,322.99187493958743,None,0.94,7.502876345592085,325.9929984071059,None,None,325.9929984071059,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,10.1,,,,,,,,,0,0,0,0,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.94,-0.06000000000000005,-0.91,1.7500000000000009,10.1,8.349999999999998,4.174999999999999,gamble,win,10.1,88.76124999999999,332.51219207036775,None,332.51219207036775,None,332.51219207036775,None,332.51219207036775,None,332.51219207036775,None,332.51219207036775,None,332.51219207036775,None,1,332.51219207036775,None,333.6960439608083,None,333.6960439608083,None,333.6960439608083,None,333.6960439608083,None,333.6960439608083,None,333.6960439608083,None,333.6960439608083,None,337.6975930084591,None,337.6975930084591,None,337.6975930084591,None,337.6975930084591,None,337.6975930084591,None,337.6975930084591,None,337.6975930084591,None,338.73134407159523,None,1.1508595118357334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
