currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.61925844149664,None,130.61925844149664,None,130.61925844149664,None,4,5.5190730119356886,130.61925844149664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.15469725697767,None,space,58.83938659436535,136.15469725697767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,0.7,,,,,,,,,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.01033030147664,None,0.64,6.095292903599329,198.02812802488916,None,4,3.0679078771499917,198.02812802488916,None,201.11262121319305,None,True,True,False,0.64,-0.36,-0.36,5.4,0.7,-4.7,-2.0,gamble,win,0.7,0.7,204.14712072128896,None,204.14712072128896,None,204.14712072128896,None,204.14712072128896,None,204.14712072128896,None,204.14712072128896,None,204.14712072128896,None,None,204.14712072128896,None,207.14826497714967,None,207.14826497714967,None,207.14826497714967,None,207.14826497714967,None,207.14826497714967,None,207.14826497714967,None,207.14826497714967,None,211.133104546112,None,211.133104546112,None,211.133104546112,None,211.133104546112,None,211.133104546112,None,211.133104546112,None,211.133104546112,None,212.13348340499215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,5.7,,,,,,,,,0,0,0,0,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.64,-0.36,-0.72,5.76,5.7,-0.05999999999999961,-0.029999999999999805,gamble,win,5.7,6.4,214.15096882579383,None,214.15096882579383,None,214.15096882579383,None,214.15096882579383,None,214.15096882579383,None,214.15096882579383,None,214.15096882579383,None,1,214.15096882579383,None,215.88491268490907,None,215.88491268490907,None,215.88491268490907,None,215.88491268490907,None,215.88491268490907,None,215.88491268490907,None,215.88491268490907,None,219.8697477740934,None,219.8697477740934,None,219.8697477740934,None,219.8697477740934,None,219.8697477740934,None,219.8697477740934,None,219.8697477740934,None,220.8701832697261,None,1.7008327533258125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,1.5,,,,,,,,,0,0,0,0,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.64,-0.36,-1.08,6.12,1.5,-4.62,-1.56,gamble,win,1.5,7.9,222.88755829678848,None,222.88755829678848,None,222.88755829678848,None,222.88755829678848,None,222.88755829678848,None,222.88755829678848,None,222.88755829678848,None,1,222.88755829678848,None,224.70491668465547,None,224.70491668465547,None,224.70491668465547,None,224.70491668465547,None,224.70491668465547,None,224.70491668465547,None,224.70491668465547,None,228.7064941963181,None,228.7064941963181,None,228.7064941963181,None,228.7064941963181,None,228.7064941963181,None,228.7064941963181,None,228.7064941963181,None,238.1934109290596,None,1.7842533617513254,229.69013095262926,None,230.69049701222684,None,0.7,7.50283520121593,233.691632948583,None,None,233.691632948583,None,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,6.9,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.7,-0.30000000000000004,-1.3800000000000001,5.580000000000001,6.9,1.3199999999999994,0.6599999999999997,gamble,win,6.9,14.8,240.21079267561436,None,240.21079267561436,None,240.21079267561436,None,240.21079267561436,None,240.21079267561436,None,240.21079267561436,None,240.21079267561436,None,1,240.21079267561436,None,242.444966761861,None,242.444966761861,None,242.444966761861,None,242.444966761861,None,242.444966761861,None,242.444966761861,None,242.444966761861,None,246.44647867721505,None,246.44647867721505,None,246.44647867721505,None,246.44647867721505,None,246.44647867721505,None,246.44647867721505,None,246.44647867721505,None,247.430183269782,None,2.201084419270046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,6.1,,,,,,,,,0,0,0,0,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.7,-0.30000000000000004,-1.6800000000000002,5.880000000000001,6.1,0.21999999999999886,0.10999999999999943,gamble,win,6.1,20.9,249.44761781336274,None,249.44761781336274,None,249.44761781336274,None,249.44761781336274,None,249.44761781336274,None,249.44761781336274,None,249.44761781336274,None,1,249.44761781336274,None,250.99820650042966,None,250.99820650042966,None,250.99820650042966,None,250.99820650042966,None,250.99820650042966,None,250.99820650042966,None,250.99820650042966,None,254.98300191189628,None,254.98300191189628,None,254.98300191189628,None,254.98300191189628,None,254.98300191189628,None,254.98300191189628,None,254.98300191189628,None,264.48664506792556,None,1.5176058940123767,255.98342524818145,None,256.9838069868274,None,0.65,7.502730887033977,259.9849736414617,None,None,259.9849736414617,None,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,11.7,,,,,,,,,0,0,0,0,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.65,-0.35,-2.0300000000000002,6.93,11.7,4.77,2.385,gamble,win,11.7,32.599999999999994,266.5040789715713,None,266.5040789715713,None,266.5040789715713,None,266.5040789715713,None,266.5040789715713,None,266.5040789715713,None,266.5040789715713,None,1,266.5040789715713,None,268.0379626741633,None,268.0379626741633,None,268.0379626741633,None,268.0379626741633,None,268.0379626741633,None,268.0379626741633,None,268.0379626741633,None,272.02283520123456,None,272.02283520123456,None,272.02283520123456,None,272.02283520123456,None,272.02283520123456,None,272.02283520123456,None,272.02283520123456,None,273.023209900246,None,1.5008756309980527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,8.9,,,,,,,,,0,0,0,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.65,-0.35,-2.3800000000000003,7.279999999999999,8.9,1.620000000000001,0.8100000000000005,gamble,win,8.9,41.49999999999999,275.0406470037997,None,275.0406470037997,None,275.0406470037997,None,275.0406470037997,None,275.0406470037997,None,275.0406470037997,None,275.0406470037997,None,1,275.0406470037997,None,276.4911936131539,None,276.4911936131539,None,276.4911936131539,None,276.4911936131539,None,276.4911936131539,None,276.4911936131539,None,276.4911936131539,None,280.47604310163297,None,280.47604310163297,None,280.47604310163297,None,280.47604310163297,None,280.47604310163297,None,280.47604310163297,None,280.47604310163297,None,281.4764171607094,None,1.417462382116355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,7.3,,,,,,,,,0,0,0,0,0,7,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.65,-0.35,-2.7300000000000004,7.63,7.3,-0.33000000000000007,-0.16500000000000004,gamble,win,7.3,48.79999999999999,283.4938478645636,None,283.4938478645636,None,283.4938478645636,None,283.4938478645636,None,283.4938478645636,None,283.4938478645636,None,283.4938478645636,None,1,283.4938478645636,None,285.7113547241315,None,285.7113547241315,None,285.7113547241315,None,285.7113547241315,None,285.7113547241315,None,285.7113547241315,None,285.7113547241315,None,289.6961933331331,None,289.6961933331331,None,289.6961933331331,None,289.6961933331331,None,289.6961933331331,None,289.6961933331331,None,289.6961933331331,None,299.1997907317709,None,2.1844178325263783,290.696554592927,None,291.6970067276852,None,0.84,7.502665290725417,294.69807546783704,None,None,294.69807546783704,None,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,11.1,,,,,,,,,0,0,0,0,0,8,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.84,-0.16000000000000003,-2.8900000000000006,5.130000000000001,11.1,5.969999999999999,2.9849999999999994,gamble,win,11.1,59.89999999999999,301.2172275152989,None,301.2172275152989,None,301.2172275152989,None,301.2172275152989,None,301.2172275152989,None,301.2172275152989,None,301.2172275152989,None,1,301.2172275152989,None,302.5010506612016,None,302.5010506612016,None,302.5010506612016,None,302.5010506612016,None,302.5010506612016,None,302.5010506612016,None,302.5010506612016,None,306.48588831024244,None,306.48588831024244,None,306.48588831024244,None,306.48588831024244,None,306.48588831024244,None,306.48588831024244,None,306.48588831024244,None,307.48626844899263,None,1.2507305990438908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,-1.1,,,,,,,,,0,0,0,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.84,-0.16000000000000003,-3.0500000000000007,-0.8141666666666667,-1.1,-1.9141666666666668,-1.5070833333333336,gamble,lose,-1.9141666666666668,57.985833333333325,309.5037599494681,None,309.5037599494681,None,309.5037599494681,None,309.5037599494681,None,309.5037599494681,None,309.5037599494681,None,309.5037599494681,None,None,309.5037599494681,None,312.5048859664239,None,312.5048859664239,None,312.5048859664239,None,312.5048859664239,None,312.5048859664239,None,312.5048859664239,None,312.5048859664239,None,316.50634988443926,None,316.50634988443926,None,316.50634988443926,None,316.50634988443926,None,316.50634988443926,None,316.50634988443926,None,316.50634988443926,None,325.99327525659464,None,,317.49003751797136,None,318.4904371754965,None,0.7,7.502724487450905,321.49155551288277,None,None,321.49155551288277,None,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,9.7,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.7,-0.30000000000000004,-3.3500000000000005,7.550000000000002,9.7,2.1499999999999977,1.0749999999999988,gamble,win,9.7,67.68583333333332,328.01070852030534,None,328.01070852030534,None,328.01070852030534,None,328.01070852030534,None,328.01070852030534,None,328.01070852030534,None,328.01070852030534,None,1,328.01070852030534,None,329.0610999384662,None,329.0610999384662,None,329.0610999384662,None,329.0610999384662,None,329.0610999384662,None,329.0610999384662,None,329.0610999384662,None,333.0459455871023,None,333.0459455871023,None,333.0459455871023,None,333.0459455871023,None,333.0459455871023,None,333.0459455871023,None,333.0459455871023,None,334.0463279656833,None,1.017264313180931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,8.3,,,,,,,,,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.7,-0.30000000000000004,-3.6500000000000004,7.850000000000001,8.3,0.4499999999999993,0.22499999999999964,gamble,win,8.3,75.98583333333332,336.06381402642,None,336.06381402642,None,336.06381402642,None,336.06381402642,None,336.06381402642,None,336.06381402642,None,336.06381402642,None,1,336.06381402642,None,337.11416352691595,None,337.11416352691595,None,337.11416352691595,None,337.11416352691595,None,337.11416352691595,None,337.11416352691595,None,337.11416352691595,None,341.0990658123046,None,341.0990658123046,None,341.0990658123046,None,341.0990658123046,None,341.0990658123046,None,341.0990658123046,None,341.0990658123046,None,350.60259793454316,None,1.0172607934800908,342.0993752350332,None,343.0997579335235,None,0.81,7.502704008598812,346.1008826706093,None,None,346.1008826706093,None,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
,,,1,1,7.1,,,,,,,,,0,0,0,0,0,12,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.81,-0.18999999999999995,-3.8400000000000003,6.5,7.1,0.5999999999999996,0.2999999999999998,gamble,win,7.1,83.08583333333331,352.62008175544906,None,352.62008175544906,None,352.62008175544906,None,352.62008175544906,None,352.62008175544906,None,352.62008175544906,None,352.62008175544906,None,1,352.62008175544906,None,354.220687801484,None,354.220687801484,None,354.220687801484,None,354.220687801484,None,354.220687801484,None,354.220687801484,None,354.220687801484,None,358.2221494796686,None,358.2221494796686,None,358.2221494796686,None,358.2221494796686,None,358.2221494796686,None,358.2221494796686,None,358.2221494796686,None,359.20585503207985,None,1.567515739123337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263,2019_Dec_30_1418,Mmi_3levels,3.1.5,59.9782938786886,
