currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.64331679570023,None,87.64331679570023,None,87.64331679570023,None,4,2.9513769585173577,87.64331679570023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.61110366263893,None,space,64.12428800214548,90.61110366263893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,8.1,,,,,,,,,0,0,0,0,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.7518300516531,None,0.8,7.062793722609058,157.76966323598754,None,4,4.035139359766617,157.76966323598754,None,161.82114018849097,None,True,False,True,0.8,-0.19999999999999996,-0.19999999999999996,-0.7166666666666666,8.1,7.383333333333333,3.6916666666666664,gamble,lose,7.383333333333333,7.383333333333333,164.85566326475237,None,164.85566326475237,None,164.85566326475237,None,164.85566326475237,None,164.85566326475237,None,164.85566326475237,None,164.85566326475237,None,None,164.85566326475237,None,167.85679535777308,None,167.85679535777308,None,167.85679535777308,None,167.85679535777308,None,167.85679535777308,None,167.85679535777308,None,167.85679535777308,None,171.84162025607657,None,171.84162025607657,None,171.84162025607657,None,171.84162025607657,None,171.84162025607657,None,171.84162025607657,None,171.84162025607657,None,172.84199303400237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,7.7,,,,,,,,,0,0,0,0,0,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.8,-0.19999999999999996,-0.3999999999999999,-0.7333333333333332,7.7,6.966666666666667,3.4833333333333334,certain,certain,3.4833333333333334,10.866666666666667,174.85942656197585,None,174.85942656197585,None,174.85942656197585,None,174.85942656197585,None,174.85942656197585,None,174.85942656197585,None,174.85942656197585,None,3,174.85942656197585,None,177.61046018078923,None,177.61046018078923,None,177.61046018078923,None,177.61046018078923,None,177.61046018078923,None,177.61046018078923,None,177.61046018078923,None,181.59527387982234,None,181.59527387982234,None,181.59527387982234,None,181.59527387982234,None,181.59527387982234,None,181.59527387982234,None,181.59527387982234,None,182.59564889757894,None,2.7180042141117156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,2.7,,,,,,,,,0,0,0,0,0,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.8,-0.19999999999999996,-0.5999999999999999,3.3999999999999995,2.7,-0.6999999999999993,1.0000000000000004,gamble,win,2.7,13.566666666666666,184.61308018572163,None,184.61308018572163,None,184.61308018572163,None,184.61308018572163,None,184.61308018572163,None,184.61308018572163,None,184.61308018572163,None,1,184.61308018572163,None,187.58086673275102,None,187.58086673275102,None,187.58086673275102,None,187.58086673275102,None,187.58086673275102,None,187.58086673275102,None,187.58086673275102,None,191.58237672329415,None,191.58237672329415,None,191.58237672329415,None,191.58237672329415,None,191.58237672329415,None,191.58237672329415,None,191.58237672329415,None,201.06927141919732,None,2.9347462630830705,192.56607624830212,None,193.56643878680188,None,0.82,7.502761916490272,196.56755872059148,None,None,196.56755872059148,None,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,2.5,,,,,,,,,0,0,0,0,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.82,-0.18000000000000005,-0.7799999999999999,-0.6950000000000001,2.5,1.805,0.9025,gamble,lose,1.805,15.371666666666666,203.08670590701513,None,203.08670590701513,None,203.08670590701513,None,203.08670590701513,None,203.08670590701513,None,203.08670590701513,None,203.08670590701513,None,1,203.08670590701513,None,204.93738930660766,None,204.93738930660766,None,204.93738930660766,None,204.93738930660766,None,204.93738930660766,None,204.93738930660766,None,204.93738930660766,None,208.93889321759343,None,208.93889321759343,None,208.93889321759343,None,208.93889321759343,None,208.93889321759343,None,208.93889321759343,None,208.93889321759343,None,209.92259082267992,None,1.8176642342004925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,11.3,,,,,,,,,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.82,-0.18000000000000005,-0.96,3.4800000000000004,11.3,7.82,3.91,gamble,win,11.3,26.671666666666667,211.93998403300066,None,211.93998403300066,None,211.93998403300066,None,211.93998403300066,None,211.93998403300066,None,211.93998403300066,None,211.93998403300066,None,1,211.93998403300066,None,213.30712997796945,None,213.30712997796945,None,213.30712997796945,None,213.30712997796945,None,213.30712997796945,None,213.30712997796945,None,213.30712997796945,None,217.30863420886453,None,217.30863420886453,None,217.30863420886453,None,217.30863420886453,None,217.30863420886453,None,217.30863420886453,None,217.30863420886453,None,226.7956053802045,None,1.3340586237609386,218.29236029228196,None,219.2927849071566,None,0.89,7.502769915969111,222.29385364393238,None,None,222.29385364393238,None,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,-0.5,,,,,,,,,0,0,0,0,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.89,-0.10999999999999999,-1.0699999999999998,2.6099999999999994,-0.5,-3.1099999999999994,-1.8049999999999997,gamble,win,-0.5,26.171666666666667,228.81302386906464,None,228.81302386906464,None,228.81302386906464,None,228.81302386906464,None,228.81302386906464,None,228.81302386906464,None,228.81302386906464,None,None,228.81302386906464,None,231.8141572419554,None,231.8141572419554,None,231.8141572419554,None,231.8141572419554,None,231.8141572419554,None,231.8141572419554,None,231.8141572419554,None,235.815659552929,None,235.815659552929,None,235.815659552929,None,235.815659552929,None,235.815659552929,None,235.815659552929,None,235.815659552929,None,236.79941219487227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,11.9,,,,,,,,,0,0,0,0,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.89,-0.10999999999999999,-1.1799999999999997,2.7199999999999998,11.9,9.18,4.59,gamble,win,11.9,38.071666666666665,238.81678556627594,None,238.81678556627594,None,238.81678556627594,None,238.81678556627594,None,238.81678556627594,None,238.81678556627594,None,238.81678556627594,None,1,238.81678556627594,None,240.11720938119106,None,240.11720938119106,None,240.11720938119106,None,240.11720938119106,None,240.11720938119106,None,240.11720938119106,None,240.11720938119106,None,244.118735690834,None,244.118735690834,None,244.118735690834,None,244.118735690834,None,244.118735690834,None,244.118735690834,None,244.118735690834,None,245.1024774534162,None,1.2674686458194628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,4.3,,,,,,,,,0,0,0,0,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.89,-0.10999999999999999,-1.2899999999999996,2.829999999999999,4.3,1.4700000000000006,0.7350000000000003,gamble,win,4.3,42.37166666666666,247.11989914195146,None,247.11989914195146,None,247.11989914195146,None,247.11989914195146,None,247.11989914195146,None,247.11989914195146,None,247.11989914195146,None,1,247.11989914195146,None,248.37037807365414,None,248.37037807365414,None,248.37037807365414,None,248.37037807365414,None,248.37037807365414,None,248.37037807365414,None,248.37037807365414,None,252.3718749450054,None,252.3718749450054,None,252.3718749450054,None,252.3718749450054,None,252.3718749450054,None,252.3718749450054,None,252.3718749450054,None,261.8587795603089,None,1.2174434473272413,253.35557830973994,None,254.35595332761295,None,0.89,7.502597766229883,257.35706206189934,None,None,257.35706206189934,None,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,1.5,,,,,,,,,0,0,0,0,0,8,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.89,-0.10999999999999999,-1.3999999999999995,2.9399999999999995,1.5,-1.4399999999999995,0.03000000000000025,gamble,win,1.5,43.87166666666666,263.8761932493653,None,263.8761932493653,None,263.8761932493653,None,263.8761932493653,None,263.8761932493653,None,263.8761932493653,None,263.8761932493653,None,1,263.8761932493653,None,265.7102165152319,None,265.7102165152319,None,265.7102165152319,None,265.7102165152319,None,265.7102165152319,None,265.7102165152319,None,265.7102165152319,None,269.71169066790026,None,269.71169066790026,None,269.71169066790026,None,269.71169066790026,None,269.71169066790026,None,269.71169066790026,None,269.71169066790026,None,270.69538379332516,None,1.8009010666282848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,-1.1,,,,,,,,,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.89,-0.10999999999999999,-1.5099999999999993,3.049999999999999,-1.1,-4.149999999999999,-2.624999999999999,certain,certain,-2.624999999999999,41.24666666666666,272.7128416397609,None,272.7128416397609,None,272.7128416397609,None,272.7128416397609,None,272.7128416397609,None,272.7128416397609,None,272.7128416397609,None,3,272.7128416397609,None,275.48055843100883,None,275.48055843100883,None,275.48055843100883,None,275.48055843100883,None,275.48055843100883,None,275.48055843100883,None,275.48055843100883,None,279.48205882217735,None,279.48205882217735,None,279.48205882217735,None,279.48205882217735,None,279.48205882217735,None,279.48205882217735,None,279.48205882217735,None,288.9689573578071,None,2.7346707474207506,280.4657669865992,None,281.4661381646292,None,0.75,7.502747517428361,284.46725169871934,None,None,284.46725169871934,None,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,1.9,,,,,,,,,0,0,0,0,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.75,-0.25,-1.7599999999999993,5.26,1.9,-3.36,-0.73,gamble,win,1.9,43.14666666666666,290.9863796863938,None,290.9863796863938,None,290.9863796863938,None,290.9863796863938,None,290.9863796863938,None,290.9863796863938,None,290.9863796863938,None,None,290.9863796863938,None,293.98750217992347,None,293.98750217992347,None,293.98750217992347,None,293.98750217992347,None,293.98750217992347,None,293.98750217992347,None,293.98750217992347,None,297.98897601268254,None,297.98897601268254,None,297.98897601268254,None,297.98897601268254,None,297.98897601268254,None,297.98897601268254,None,297.98897601268254,None,298.9727152152918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,10.7,,,,,,,,,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.75,-0.25,-2.0099999999999993,5.51,10.7,5.1899999999999995,2.5949999999999998,gamble,win,10.7,53.846666666666664,300.990130504244,None,300.990130504244,None,300.990130504244,None,300.990130504244,None,300.990130504244,None,300.990130504244,None,300.990130504244,None,1,300.990130504244,None,301.9071443771245,None,301.9071443771245,None,301.9071443771245,None,301.9071443771245,None,301.9071443771245,None,301.9071443771245,None,301.9071443771245,None,305.90864988800604,None,305.90864988800604,None,305.90864988800604,None,305.90864988800604,None,305.90864988800604,None,305.90864988800604,None,305.90864988800604,None,315.3955497035058,None,0.8839751887135208,306.8923519727541,None,307.8927260306664,None,0.91,7.502629124443047,310.89383444504347,None,None,310.89383444504347,None,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
,,,1,1,10.9,,,,,,,,,0,0,0,0,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.91,-0.08999999999999997,-2.099999999999999,3.3599999999999985,10.9,7.540000000000002,3.770000000000001,gamble,win,10.9,64.74666666666667,317.4129006762523,None,317.4129006762523,None,317.4129006762523,None,317.4129006762523,None,317.4129006762523,None,317.4129006762523,None,317.4129006762523,None,1,317.4129006762523,None,318.17992918821983,None,318.17992918821983,None,318.17992918821983,None,318.17992918821983,None,318.17992918821983,None,318.17992918821983,None,318.17992918821983,None,322.1647668858059,None,322.1647668858059,None,322.1647668858059,None,322.1647668858059,None,322.1647668858059,None,322.1647668858059,None,322.1647668858059,None,323.16513230418786,None,0.7338243975536898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24185,2019_Oct_21_1612,Mmi_3levels,3.1.5,59.97100451762503,
