currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,blockHappyResp.rt,finalWinnings,cashBonus,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.66201111243572,None,152.66201111243572,None,152.66201111243572,None,4,3.5351137671386823,152.66201111243572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2133730284404,None,space,74.0789016612107,156.2133730284404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,1.5,,,,,,,,,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.30855099717155,None,0.5,7.495521503617056,233.32636386796366,None,None,233.32636386796366,None,237.81142317375634,None,True,True,True,0.5,-0.5,-0.5,7.5,1.5,-6.0,-2.25,gamble,win,1.5,1.5,240.845924491412,None,240.845924491412,None,240.845924491412,None,240.845924491412,None,240.845924491412,None,240.845924491412,None,240.845924491412,None,None,240.845924491412,None,243.84714747034013,None,243.84714747034013,None,243.84714747034013,None,243.84714747034013,None,243.84714747034013,None,243.84714747034013,None,243.84714747034013,None,247.832015105756,None,247.832015105756,None,247.832015105756,None,247.832015105756,None,247.832015105756,None,247.832015105756,None,247.832015105756,None,248.83234532934148,None,,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,3.3,,,,,,,,,0,0,0,0,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.5,-0.5,-1.0,8.0,3.3,-4.7,-0.7000000000000002,gamble,win,3.3,4.8,250.8498407759471,None,250.8498407759471,None,250.8498407759471,None,250.8498407759471,None,250.8498407759471,None,250.8498407759471,None,250.8498407759471,None,1,250.8498407759471,None,252.76724809897132,None,252.76724809897132,None,252.76724809897132,None,252.76724809897132,None,252.76724809897132,None,252.76724809897132,None,252.76724809897132,None,256.7687337847892,None,256.7687337847892,None,256.7687337847892,None,256.7687337847892,None,256.7687337847892,None,256.7687337847892,None,256.7687337847892,None,257.75244851771276,None,1.8841379438526928,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,6.1,,,,,,,,,0,0,0,0,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.5,-0.5,-1.5,-1.875,6.1,4.225,2.1125,gamble,lose,4.225,9.024999999999999,259.7698854072951,None,259.7698854072951,None,259.7698854072951,None,259.7698854072951,None,259.7698854072951,None,259.7698854072951,None,259.7698854072951,None,1,259.7698854072951,None,262.28756708465517,None,262.28756708465517,None,262.28756708465517,None,262.28756708465517,None,262.28756708465517,None,262.28756708465517,None,262.28756708465517,None,266.2890735694673,None,266.2890735694673,None,266.2890735694673,None,266.2890735694673,None,266.2890735694673,None,266.2890735694673,None,266.2890735694673,None,275.7927226673346,None,2.5012546573998407,267.28950266807806,None,268.2898328915471,None,0.57,7.502809139783494,271.291029951768,None,None,271.291029951768,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,2.3,,,,,,,,,0,0,0,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.57,-0.43000000000000005,-1.9300000000000002,7.950000000000001,2.3,-5.650000000000001,-1.6750000000000007,gamble,win,2.3,11.325,277.810238272883,None,277.810238272883,None,277.810238272883,None,277.810238272883,None,277.810238272883,None,277.810238272883,None,277.810238272883,None,1,277.810238272883,None,279.8443328909343,None,279.8443328909343,None,279.8443328909343,None,279.8443328909343,None,279.8443328909343,None,279.8443328909343,None,279.8443328909343,None,283.8291179704247,None,283.8291179704247,None,283.8291179704247,None,283.8291179704247,None,283.8291179704247,None,283.8291179704247,None,283.8291179704247,None,284.8295121907722,None,2.0009977102745324,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,4.5,,,,,,,,,0,0,0,0,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.57,-0.43000000000000005,-2.3600000000000003,-1.7016666666666669,4.5,2.798333333333333,1.3991666666666664,gamble,lose,2.798333333333333,14.123333333333331,286.8469823586056,None,286.8469823586056,None,286.8469823586056,None,286.8469823586056,None,286.8469823586056,None,286.8469823586056,None,286.8469823586056,None,1,286.8469823586056,None,288.1641207670327,None,288.1641207670327,None,288.1641207670327,None,288.1641207670327,None,288.1641207670327,None,288.1641207670327,None,288.1641207670327,None,292.14899416221306,None,292.14899416221306,None,292.14899416221306,None,292.14899416221306,None,292.14899416221306,None,292.14899416221306,None,292.14899416221306,None,301.6526199012296,None,1.2840786188608035,293.1493663035799,None,294.1497515643714,None,0.55,7.50280817982275,297.1508948673727,None,None,297.1508948673727,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,10.1,,,,,,,,,0,0,0,0,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.55,-0.44999999999999996,-2.8100000000000005,9.11,10.1,0.9900000000000002,0.4950000000000001,gamble,win,10.1,24.22333333333333,303.6701963037485,None,303.6701963037485,None,303.6701963037485,None,303.6701963037485,None,303.6701963037485,None,303.6701963037485,None,303.6701963037485,None,1,303.6701963037485,None,305.1039676099317,None,305.1039676099317,None,305.1039676099317,None,305.1039676099317,None,305.1039676099317,None,305.1039676099317,None,305.1039676099317,None,309.10556241031736,None,309.10556241031736,None,309.10556241031736,None,309.10556241031736,None,309.10556241031736,None,309.10556241031736,None,309.10556241031736,None,310.08932034112513,None,1.400708956643939,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,11.3,,,,,,,,,0,0,0,0,0,6,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.55,-0.44999999999999996,-3.2600000000000007,9.559999999999999,11.3,1.740000000000002,0.870000000000001,gamble,win,11.3,35.523333333333326,312.1066826743772,None,312.1066826743772,None,312.1066826743772,None,312.1066826743772,None,312.1066826743772,None,312.1066826743772,None,312.1066826743772,None,1,312.1066826743772,None,313.357202648418,None,313.357202648418,None,313.357202648418,None,313.357202648418,None,313.357202648418,None,313.357202648418,None,313.357202648418,None,317.3420277260011,None,317.3420277260011,None,317.3420277260011,None,317.3420277260011,None,317.3420277260011,None,317.3420277260011,None,317.3420277260011,None,318.34241554664914,None,1.2174131467472762,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,0.9,,,,,,,,,0,0,0,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.55,-0.44999999999999996,-3.710000000000001,10.01,0.9,-9.11,-4.1049999999999995,gamble,win,0.9,36.423333333333325,320.3598895543255,None,320.3598895543255,None,320.3598895543255,None,320.3598895543255,None,320.3598895543255,None,320.3598895543255,None,320.3598895543255,None,None,320.3598895543255,None,323.36104757653084,None,323.36104757653084,None,323.36104757653084,None,323.36104757653084,None,323.36104757653084,None,323.36104757653084,None,323.36104757653084,None,327.3625886195805,None,327.3625886195805,None,327.3625886195805,None,327.3625886195805,None,327.3625886195805,None,327.3625886195805,None,327.3625886195805,None,336.8495390310418,None,,328.3462963128695,None,329.3466511751758,None,0.66,7.502852337551303,332.3478219967801,None,None,332.3478219967801,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,7.5,,,,,,,,,0,0,0,0,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.66,-0.33999999999999997,-4.050000000000001,8.81,7.5,-1.3100000000000005,-0.6550000000000002,gamble,win,7.5,43.923333333333325,338.86696376116015,None,338.86696376116015,None,338.86696376116015,None,338.86696376116015,None,338.86696376116015,None,338.86696376116015,None,338.86696376116015,None,1,338.86696376116015,None,340.5009225138929,None,340.5009225138929,None,340.5009225138929,None,340.5009225138929,None,340.5009225138929,None,340.5009225138929,None,340.5009225138929,None,344.50245971721597,None,344.50245971721597,None,344.50245971721597,None,344.50245971721597,None,344.50245971721597,None,344.50245971721597,None,344.50245971721597,None,345.486253166222,None,1.600909522618167,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,13.3,,,,,,,,,0,0,0,0,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.66,-0.33999999999999997,-4.390000000000001,-1.5558333333333334,13.3,11.744166666666667,5.872083333333333,gamble,lose,11.744166666666667,55.66749999999999,347.50361645943485,None,347.50361645943485,None,347.50361645943485,None,347.50361645943485,None,347.50361645943485,None,347.50361645943485,None,347.50361645943485,None,1,347.50361645943485,None,348.870868846192,None,348.870868846192,None,348.870868846192,None,348.870868846192,None,348.870868846192,None,348.870868846192,None,348.870868846192,None,352.8556734448066,None,352.8556734448066,None,352.8556734448066,None,352.8556734448066,None,352.8556734448066,None,352.8556734448066,None,352.8556734448066,None,362.35938269959297,None,1.3341420396463946,353.85605934553314,None,354.85650124342646,None,0.73,7.502805619966239,357.85758790920954,None,None,357.85758790920954,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,6.9,,,,,,,,,0,0,0,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.73,-0.27,-4.66,-1.3333333333333335,6.9,5.566666666666666,2.783333333333333,gamble,lose,5.566666666666666,61.23416666666665,364.376825028914,None,364.376825028914,None,364.376825028914,None,364.376825028914,None,364.376825028914,None,364.376825028914,None,364.376825028914,None,1,364.376825028914,None,365.67732586793136,None,365.67732586793136,None,365.67732586793136,None,365.67732586793136,None,365.67732586793136,None,365.67732586793136,None,365.67732586793136,None,369.66214646562,None,369.66214646562,None,369.66214646562,None,369.66214646562,None,369.66214646562,None,369.66214646562,None,369.66214646562,None,370.6626226018416,None,1.2674573685508221,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,10.5,,,,,,,,,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.73,-0.27,-4.93,-1.3558333333333334,10.5,9.144166666666667,4.5720833333333335,gamble,lose,9.144166666666667,70.37833333333332,372.6799737357069,None,372.6799737357069,None,372.6799737357069,None,372.6799737357069,None,372.6799737357069,None,372.6799737357069,None,372.6799737357069,None,1,372.6799737357069,None,373.86376712075435,None,373.86376712075435,None,373.86376712075435,None,373.86376712075435,None,373.86376712075435,None,373.86376712075435,None,373.86376712075435,None,377.86529760435224,None,377.86529760435224,None,377.86529760435224,None,377.86529760435224,None,377.86529760435224,None,377.86529760435224,None,377.86529760435224,None,387.3523414511001,None,1.1506929573370144,378.8490625747945,None,379.8494094375055,None,0.75,7.502815539482981,382.8505319413962,None,None,382.8505319413962,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,4.3,,,,,,,,,0,0,0,0,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.75,-0.25,-5.18,8.68,4.3,-4.38,-0.040000000000000036,certain,certain,-0.040000000000000036,70.33833333333331,389.3697245833464,None,389.3697245833464,None,389.3697245833464,None,389.3697245833464,None,389.3697245833464,None,389.3697245833464,None,389.3697245833464,None,3,389.3697245833464,None,391.5706284742337,None,391.5706284742337,None,391.5706284742337,None,391.5706284742337,None,391.5706284742337,None,391.5706284742337,None,391.5706284742337,None,395.57216791738756,None,395.57216791738756,None,395.57216791738756,None,395.57216791738756,None,395.57216791738756,None,395.57216791738756,None,395.57216791738756,None,396.55590344930533,None,2.167874499806203,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,11.9,,,,,,,,,0,0,0,0,0,13,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.75,-0.25,-5.43,8.93,11.9,2.9700000000000006,1.4850000000000003,gamble,win,11.9,82.23833333333332,398.57332241977565,None,398.57332241977565,None,398.57332241977565,None,398.57332241977565,None,398.57332241977565,None,398.57332241977565,None,398.57332241977565,None,1,398.57332241977565,None,399.6903834560653,None,399.6903834560653,None,399.6903834560653,None,399.6903834560653,None,399.6903834560653,None,399.6903834560653,None,399.6903834560653,None,403.72530267294496,None,403.72530267294496,None,403.72530267294496,None,403.72530267294496,None,403.72530267294496,None,403.72530267294496,None,403.72530267294496,None,404.67572722770274,None,1.084083482506685,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,8.9,,,,,,,,,0,0,0,0,0,14,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.75,-0.25,-5.68,9.18,8.9,-0.27999999999999936,-0.13999999999999968,gamble,win,8.9,91.13833333333332,406.6931116398191,None,406.6931116398191,None,406.6931116398191,None,406.6931116398191,None,406.6931116398191,None,406.6931116398191,None,406.6931116398191,None,1,406.6931116398191,None,408.9105795038631,None,408.9105795038631,None,408.9105795038631,None,408.9105795038631,None,408.9105795038631,None,408.9105795038631,None,408.9105795038631,None,412.91220054298174,None,412.91220054298174,None,412.91220054298174,None,412.91220054298174,None,412.91220054298174,None,412.91220054298174,None,412.91220054298174,None,422.3991525543388,None,2.1842061644420028,413.89584903919604,None,414.8962167009013,None,0.73,7.502814579522237,417.89735776395537,None,None,417.89735776395537,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
