currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.19740366539918,None,68.19740366539918,None,68.19740366539918,None,4,6.919505947618745,68.19740366539918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.13332565373275,None,space,558.6784119289368,75.13332565373275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,13.3,,,,,,,,,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.8281920212321,None,1.0,7.492929835920222,636.8460118233343,None,None,636.8460118233343,None,641.3310732998652,None,True,False,True,1.0,0.0,0.0,-0.03,13.3,13.270000000000001,6.635000000000001,gamble,lose,13.270000000000001,13.270000000000001,644.3655254505575,None,644.3655254505575,None,644.3655254505575,None,644.3655254505575,None,644.3655254505575,None,644.3655254505575,None,644.3655254505575,None,None,644.3655254505575,None,647.3666610669461,None,647.3666610669461,None,647.3666610669461,None,647.3666610669461,None,647.3666610669461,None,647.3666610669461,None,647.3666610669461,None,651.3681800218765,None,651.3681800218765,None,651.3681800218765,None,651.3681800218765,None,651.3681800218765,None,651.3681800218765,None,651.3681800218765,None,652.3518705352326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,7.1,,,,,,,,,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,7.1,7.069999999999999,3.5349999999999997,gamble,win,7.1,20.37,654.3693060388323,None,654.3693060388323,None,654.3693060388323,None,654.3693060388323,None,654.3693060388323,None,654.3693060388323,None,654.3693060388323,None,1,654.3693060388323,None,657.203786667902,None,657.203786667902,None,657.203786667902,None,657.203786667902,None,657.203786667902,None,657.203786667902,None,657.203786667902,None,661.188561280549,None,661.188561280549,None,661.188561280549,None,661.188561280549,None,661.188561280549,None,661.188561280549,None,661.188561280549,None,662.1889398193453,None,2.8013224859605543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,2.7,,,,,,,,,0,0,0,0,0,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,2.7,2.6700000000000004,1.3350000000000002,gamble,win,2.7,23.07,664.2063718031277,None,664.2063718031277,None,664.2063718031277,None,664.2063718031277,None,664.2063718031277,None,664.2063718031277,None,664.2063718031277,None,None,664.2063718031277,None,667.2074984600767,None,667.2074984600767,None,667.2074984600767,None,667.2074984600767,None,667.2074984600767,None,667.2074984600767,None,667.2074984600767,None,671.1923495483934,None,671.1923495483934,None,671.1923495483934,None,671.1923495483934,None,671.1923495483934,None,671.1923495483934,None,671.1923495483934,None,680.6959274280234,None,,672.1927300071111,None,673.1931056660833,None,1.0,7.50276672502514,676.1942819202086,None,None,676.1942819202086,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,4.1,,,,,,,,,0,0,0,0,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,4.1,4.069999999999999,2.0349999999999997,gamble,win,4.1,27.17,682.7134122088901,None,682.7134122088901,None,682.7134122088901,None,682.7134122088901,None,682.7134122088901,None,682.7134122088901,None,682.7134122088901,None,1,682.7134122088901,None,684.0305426095729,None,684.0305426095729,None,684.0305426095729,None,684.0305426095729,None,684.0305426095729,None,684.0305426095729,None,684.0305426095729,None,688.0153901781305,None,688.0153901781305,None,688.0153901781305,None,688.0153901781305,None,688.0153901781305,None,688.0153901781305,None,688.0153901781305,None,689.0157616773504,None,1.2840471333474852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,9.9,,,,,,,,,0,0,0,0,0,4,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,9.9,9.870000000000001,4.9350000000000005,gamble,win,9.9,37.07,691.0331664626719,None,691.0331664626719,None,691.0331664626719,None,691.0331664626719,None,691.0331664626719,None,691.0331664626719,None,691.0331664626719,None,None,691.0331664626719,None,694.0343270376325,None,694.0343270376325,None,694.0343270376325,None,694.0343270376325,None,694.0343270376325,None,694.0343270376325,None,694.0343270376325,None,698.0191582870902,None,698.0191582870902,None,698.0191582870902,None,698.0191582870902,None,698.0191582870902,None,698.0191582870902,None,698.0191582870902,None,707.5394251521793,None,,699.0195326661342,None,700.0199304038542,None,1.0,7.5194125128909945,703.0210442615207,None,None,703.0210442615207,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,-1.1,,,,,,,,,0,0,0,0,0,5,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,-1.1,-1.1300000000000001,-1.1150000000000002,certain,certain,-1.1150000000000002,35.955,709.5568603358115,None,709.5568603358115,None,709.5568603358115,None,709.5568603358115,None,709.5568603358115,None,709.5568603358115,None,709.5568603358115,None,3,709.5568603358115,None,712.3245607045828,None,712.3245607045828,None,712.3245607045828,None,712.3245607045828,None,712.3245607045828,None,712.3245607045828,None,712.3245607045828,None,716.326101098326,None,716.326101098326,None,716.326101098326,None,716.326101098326,None,716.326101098326,None,716.326101098326,None,716.326101098326,None,717.3097903316957,None,2.7346081419382244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,6.1,,,,,,,,,0,0,0,0,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,6.1,6.069999999999999,3.0349999999999997,gamble,win,6.1,42.055,719.3272520738537,None,719.3272520738537,None,719.3272520738537,None,719.3272520738537,None,719.3272520738537,None,719.3272520738537,None,719.3272520738537,None,1,719.3272520738537,None,720.9445739838411,None,720.9445739838411,None,720.9445739838411,None,720.9445739838411,None,720.9445739838411,None,720.9445739838411,None,720.9445739838411,None,724.9293591558817,None,724.9293591558817,None,724.9293591558817,None,724.9293591558817,None,724.9293591558817,None,724.9293591558817,None,724.9293591558817,None,725.9297344948282,None,1.584183925704565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,7.7,,,,,,,,,0,0,0,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1.0,0.0,0.0,-0.03,7.7,7.67,3.835,gamble,lose,7.67,49.725,727.947100882302,None,727.947100882302,None,727.947100882302,None,727.947100882302,None,727.947100882302,None,727.947100882302,None,727.947100882302,None,1,727.947100882302,None,729.3643715951475,None,729.3643715951475,None,729.3643715951475,None,729.3643715951475,None,729.3643715951475,None,729.3643715951475,None,729.3643715951475,None,733.3492070043576,None,733.3492070043576,None,733.3492070043576,None,733.3492070043576,None,733.3492070043576,None,733.3492070043576,None,733.3492070043576,None,742.8528076027287,None,1.3839973761932924,734.3495887430036,None,735.3499692017213,None,1.0,7.5027539257425815,738.3510875390493,None,None,738.3510875390493,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,-0.5,,,,,,,,,0,0,0,0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,-0.5,-0.53,-0.515,gamble,win,-0.5,49.225,744.8702411864651,None,744.8702411864651,None,744.8702411864651,None,744.8702411864651,None,744.8702411864651,None,744.8702411864651,None,744.8702411864651,None,1,744.8702411864651,None,747.6046419800259,None,747.6046419800259,None,747.6046419800259,None,747.6046419800259,None,747.6046419800259,None,747.6046419800259,None,747.6046419800259,None,751.60616701463,None,751.60616701463,None,751.60616701463,None,751.60616701463,None,751.60616701463,None,751.60616701463,None,751.60616701463,None,752.5898248897865,None,2.7013076067669317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,-0.7,,,,,,,,,0,0,0,0,0,9,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1.0,0.0,0.0,-0.03,-0.7,-0.73,-0.715,certain,certain,-0.715,48.51,754.6072549537057,None,754.6072549537057,None,754.6072549537057,None,754.6072549537057,None,754.6072549537057,None,754.6072549537057,None,754.6072549537057,None,3,754.6072549537057,None,756.858134984388,None,756.858134984388,None,756.858134984388,None,756.858134984388,None,756.858134984388,None,756.858134984388,None,756.858134984388,None,760.8596209812094,None,760.8596209812094,None,760.8596209812094,None,760.8596209812094,None,760.8596209812094,None,760.8596209812094,None,760.8596209812094,None,770.3465108353412,None,2.2177465262357146,761.8432724567247,None,762.8436545153381,None,1.0,7.50277408468537,765.8448294895352,None,None,765.8448294895352,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,1.5,,,,,,,,,0,0,0,0,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1.0,0.0,0.0,-0.03,1.5,1.47,1.4849999999999999,gamble,lose,1.47,49.98,772.3639709776035,None,772.3639709776035,None,772.3639709776035,None,772.3639709776035,None,772.3639709776035,None,772.3639709776035,None,772.3639709776035,None,None,772.3639709776035,None,775.3484448070521,None,775.3484448070521,None,775.3484448070521,None,775.3484448070521,None,775.3484448070521,None,775.3484448070521,None,775.3484448070521,None,779.349973041506,None,779.349973041506,None,779.349973041506,None,779.349973041506,None,779.349973041506,None,779.349973041506,None,779.349973041506,None,780.3503288615611,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,7.5,,,,,,,,,0,0,0,0,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,7.5,7.47,3.735,gamble,win,7.5,57.48,782.3677634052001,None,782.3677634052001,None,782.3677634052001,None,782.3677634052001,None,782.3677634052001,None,782.3677634052001,None,782.3677634052001,None,1,782.3677634052001,None,783.8682796963258,None,783.8682796963258,None,783.8682796963258,None,783.8682796963258,None,783.8682796963258,None,783.8682796963258,None,783.8682796963258,None,787.8531467837747,None,787.8531467837747,None,787.8531467837747,None,787.8531467837747,None,787.8531467837747,None,787.8531467837747,None,787.8531467837747,None,797.3567982592504,None,1.4674266240908764,788.8535253225709,None,789.8538776228088,None,1.0,7.502804162970278,792.8550548368949,None,None,792.8550548368949,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,0.9,,,,,,,,,0,0,0,0,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,1.0,0.0,0.0,-0.03,0.9,0.87,0.885,certain,certain,0.885,58.364999999999995,799.3742052844609,None,799.3742052844609,None,799.3742052844609,None,799.3742052844609,None,799.3742052844609,None,799.3742052844609,None,799.3742052844609,None,3,799.3742052844609,None,801.8751497116173,None,801.8751497116173,None,801.8751497116173,None,801.8751497116173,None,801.8751497116173,None,801.8751497116173,None,801.8751497116173,None,805.8599828809383,None,805.8599828809383,None,805.8599828809383,None,805.8599828809383,None,805.8599828809383,None,805.8599828809383,None,805.8599828809383,None,806.8603655794868,None,2.4678563600755297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,0.7,,,,,,,,,0,0,0,0,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1.0,0.0,0.0,-0.03,0.7,0.6699999999999999,0.6849999999999999,certain,certain,0.6849999999999999,59.05,808.8777988432557,None,808.8777988432557,None,808.8777988432557,None,808.8777988432557,None,808.8777988432557,None,808.8777988432557,None,808.8777988432557,None,3,808.8777988432557,None,811.5288068667869,None,811.5288068667869,None,811.5288068667869,None,811.5288068667869,None,811.5288068667869,None,811.5288068667869,None,811.5288068667869,None,815.5136483556707,None,815.5136483556707,None,815.5136483556707,None,815.5136483556707,None,815.5136483556707,None,815.5136483556707,None,815.5136483556707,None,816.5140185749624,None,2.617875799012836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
